platform,App Issues,Customer Support,Delivery Issues,Order Management,Other,Pricing Issues,Product Quality,Refund & Payment
Blinkit,0.37555479685899623,11.334926596107886,28.542164561283716,11.232502560600889,27.586206896551722,2.389894161829976,9.08159781495391,9.457152611812905
Instamart,1.2434933487565067,14.777327935222672,22.06477732793522,10.699826489300174,29.034123770965873,2.0242914979757085,8.617698091382302,11.538461538461538
Zepto,0.521557719054242,24.860917941585537,28.372739916550767,9.828465461288827,17.814093648586,0.27816411682892905,8.008808530366249,10.315252665739454
